Games,Country,Gold,Silver,Bronze,Total,Percentage,Total athletes,Athletes without medals
1992 Summer,Bahamas,0,0,1,1,5.6%,18,17
1992 Summer,Vietnam,0,0,0,0,0.0%,10,10
1992 Summer,Venezuela,0,0,0,0,0.0%,27,27
1992 Summer,Monaco,0,0,0,0,0.0%,4,4
1992 Summer,Aruba,0,0,0,0,0.0%,5,5
1992 Summer,Botswana,0,0,0,0,0.0%,6,6
1992 Summer,Swaziland,0,0,0,0,0.0%,10,10
1992 Summer,Sudan,0,0,0,0,0.0%,7,7
1992 Summer,Mozambique,0,0,0,0,0.0%,7,7
1992 Summer,Grenada,0,0,0,0,0.0%,5,5
1992 Summer,Vanuatu,0,0,0,0,0.0%,8,8
1992 Summer,Burkina Faso,0,0,0,0,0.0%,4,4
1992 Summer,"Virgin Islands, British",0,0,0,0,0.0%,4,4
1992 Summer,Haiti,0,0,0,0,0.0%,8,8
1992 Summer,El Salvador,0,0,0,0,0.0%,6,6
1992 Summer,Niger,0,0,0,0,0.0%,3,3
1992 Summer,Gambia,0,0,0,0,0.0%,8,8
1992 Summer,Bhutan,0,0,0,0,0.0%,12,12
1992 Summer,Cameroon,0,0,0,0,0.0%,12,12
1992 Summer,Laos,0,0,0,0,0.0%,7,7
1992 Summer,Myanmar,0,0,0,0,0.0%,5,5
1992 Summer,Tonga,0,0,0,0,0.0%,5,5
1992 Summer,Uganda,0,0,0,0,0.0%,9,9
1992 Summer,Lesotho,0,0,0,0,0.0%,8,8
1992 Summer,Rwanda,0,0,0,0,0.0%,10,10
1992 Summer,Malawi,0,0,0,0,0.0%,4,4
1992 Summer,Cook Islands,0,0,0,0,0.0%,2,2
1992 Summer,Madagascar,0,0,0,0,0.0%,17,17
1992 Summer,Nepal,0,0,0,0,0.0%,2,2
1988 Winter,Netherlands,3,2,2,7,28.0%,25,18
1988 Winter,Japan,0,0,1,1,0.9%,113,112
1988 Winter,"Virgin Islands, US",0,0,0,0,0.0%,7,7
1988 Winter,Spain,0,0,0,0,0.0%,29,29
1988 Winter,Norway,0,6,5,11,9.6%,115,104
1988 Winter,Switzerland,8,7,5,20,15.9%,126,106
1988 Winter,Poland,0,0,0,0,0.0%,43,43
1988 Winter,Germany,14,22,10,46,18.2%,253,207
1988 Winter,Sweden,7,0,23,30,23.8%,126,96
1988 Winter,Morocco,0,0,0,0,0.0%,6,6
1988 Winter,Italy,2,1,5,8,7.6%,105,97
1988 Winter,Russia,40,14,12,66,43.4%,152,86
1988 Winter,Bulgaria,0,0,0,0,0.0%,52,52
1988 Winter,USA,2,1,4,7,3.6%,197,190
1988 Winter,France,1,0,1,2,1.7%,115,113
1988 Winter,Mexico,0,0,0,0,0.0%,21,21
1988 Winter,Greece,0,0,0,0,0.0%,15,15
1988 Winter,Romania,0,0,0,0,0.0%,25,25
1988 Winter,Austria,3,5,4,12,7.8%,153,141
1988 Winter,Boliva,0,0,0,0,0.0%,8,8
1988 Winter,Puerto Rico,0,0,0,0,0.0%,17,17
1988 Winter,Argentina,0,0,0,0,0.0%,45,45
1988 Winter,Cyprus,0,0,0,0,0.0%,8,8
1988 Winter,UK,0,0,0,0,0.0%,95,95
1988 Winter,South Korea,0,0,0,0,0.0%,56,56
1988 Winter,Czech Republic,0,1,5,6,5.0%,119,113
1988 Winter,Guam,0,0,0,0,0.0%,1,1
1988 Winter,Liechtenstein,0,0,1,1,2.8%,36,35
1988 Winter,Canada,0,2,4,6,3.2%,190,184
1988 Winter,Serbia,0,5,1,6,12.2%,49,43
1988 Winter,Portugal,0,0,0,0,0.0%,8,8
1988 Winter,Monaco,0,0,0,0,0.0%,4,4
1988 Winter,Australia,0,0,0,0,0.0%,36,36
1988 Winter,Turkey,0,0,0,0,0.0%,19,19
1988 Winter,Finland,7,22,5,34,37.0%,92,58
1988 Winter,Guatemala,0,0,0,0,0.0%,15,15
1988 Winter,San Marino,0,0,0,0,0.0%,12,12
1988 Winter,Curacao,0,0,0,0,0.0%,3,3
1988 Winter,Taiwan,0,0,0,0,0.0%,22,22
1988 Winter,New Zealand,0,0,0,0,0.0%,19,19
1988 Winter,Mongolia,0,0,0,0,0.0%,9,9
1988 Winter,India,0,0,0,0,0.0%,3,3
1988 Winter,Denmark,0,0,0,0,0.0%,1,1
1988 Winter,Hungary,0,0,0,0,0.0%,7,7
1988 Winter,Andorra,0,0,0,0,0.0%,9,9
1988 Winter,Luxembourg,0,0,0,0,0.0%,3,3
1988 Winter,North Korea,0,0,0,0,0.0%,15,15
1988 Winter,Jamaica,0,0,0,0,0.0%,6,6
1988 Winter,Iceland,0,0,0,0,0.0%,6,6
1988 Winter,China,0,0,0,0,0.0%,15,15
1988 Winter,Costa Rica,0,0,0,0,0.0%,5,5
1988 Winter,Chile,0,0,0,0,0.0%,16,16
1988 Winter,Lebanon,0,0,0,0,0.0%,9,9
1988 Winter,Philippines,0,0,0,0,0.0%,1,1
1988 Winter,Belgium,0,0,0,0,0.0%,1,1
1988 Winter,Fiji,0,0,0,0,0.0%,1,1
1988 Summer,Netherlands,3,6,36,45,22.3%,202,157
1988 Summer,Bulgaria,10,14,17,41,14.6%,281,240
1988 Summer,Italy,11,10,8,29,7.8%,374,345
1988 Summer,Lebanon,0,0,0,0,0.0%,31,31
1988 Summer,Egypt,0,0,0,0,0.0%,59,59
1988 Summer,Algeria,0,0,0,0,0.0%,45,45
1988 Summer,Djibouti,0,0,1,1,16.7%,6,5
1988 Summer,Maldives,0,0,0,0,0.0%,9,9
1988 Summer,Yemen,0,0,0,0,0.0%,13,13
1988 Summer,United Arab Emirates,0,0,0,0,0.0%,36,36
1988 Summer,Nigeria,0,0,0,0,0.0%,86,86
1988 Summer,Kuwait,0,0,0,0,0.0%,34,34
1988 Summer,Russia,134,67,99,300,46.4%,647,347
1988 Summer,Japan,4,3,13,20,4.9%,412,392
1988 Summer,Spain,1,2,2,5,1.6%,317,312
1988 Summer,Sweden,0,5,11,16,6.4%,251,235
1988 Summer,Germany,111,91,94,296,32.2%,918,622
1988 Summer,Tunisia,0,0,0,0,0.0%,45,45
1988 Summer,Iraq,0,0,0,0,0.0%,28,28
1988 Summer,Niger,0,0,0,0,0.0%,6,6
1988 Summer,Libya,0,0,0,0,0.0%,7,7
1988 Summer,Hungary,20,9,15,44,14.0%,315,271
1988 Summer,India,0,0,0,0,0.0%,55,55
1988 Summer,Guyana,0,0,0,0,0.0%,8,8
1988 Summer,Portugal,1,0,0,1,1.1%,91,90
1988 Summer,France,12,4,13,29,7.0%,413,384
1988 Summer,USA,87,66,54,207,29.0%,715,508
1988 Summer,Kenya,5,2,2,9,10.2%,88,79
1988 Summer,Jordan,0,0,0,0,0.0%,9,9
1988 Summer,Uruguay,0,0,0,0,0.0%,18,18
1988 Summer,Morocco,1,0,2,3,10.3%,29,26
1988 Summer,Cameroon,0,0,0,0,0.0%,21,21
1988 Summer,Uganda,0,0,0,0,0.0%,30,30
1988 Summer,Brazil,1,17,5,23,9.9%,233,210
1988 Summer,Mexico,0,0,2,2,1.4%,144,142
1988 Summer,Mauritania,0,0,0,0,0.0%,7,7
1988 Summer,Czech Republic,3,4,3,10,4.4%,226,216
1988 Summer,Saint Vincent,0,0,0,0,0.0%,6,6
1988 Summer,UK,22,17,15,54,11.4%,472,418
1988 Summer,Puerto Rico,0,0,0,0,0.0%,56,56
1988 Summer,Australia,18,6,11,35,10.3%,339,304
1988 Summer,Jamaica,0,7,0,7,14.3%,49,42
1988 Summer,Philippines,0,0,1,1,2.4%,42,41
1988 Summer,Somalia,0,0,0,0,0.0%,5,5
1988 Summer,Ghana,0,0,0,0,0.0%,21,21
1988 Summer,Indonesia,0,3,0,3,7.0%,43,40
1988 Summer,Switzerland,0,6,2,8,5.3%,151,143
1988 Summer,Iran,0,1,0,1,3.8%,26,25
1988 Summer,Pakistan,0,0,1,1,3.0%,33,32
1988 Summer,Haiti,0,0,0,0,0.0%,5,5
1988 Summer,Malta,0,0,0,0,0.0%,6,6
1988 Summer,Argentina,0,1,12,13,9.7%,134,121
1988 Summer,Togo,0,0,0,0,0.0%,6,6
1988 Summer,Costa Rica,0,1,0,1,3.0%,33,32
1988 Summer,Chile,0,1,0,1,4.3%,23,22
1988 Summer,Finland,1,1,2,4,4.0%,101,97
1988 Summer,Turkey,1,1,0,2,3.9%,51,49
1988 Summer,Tanzania,0,0,0,0,0.0%,10,10
1988 Summer,Saudi Arabia,0,0,0,0,0.0%,13,13
1988 Summer,Syria,0,0,0,0,0.0%,13,13
1988 Summer,Oman,0,0,0,0,0.0%,13,13
1988 Summer,Bahrain,0,0,0,0,0.0%,16,16
1988 Summer,Qatar,0,0,0,0,0.0%,13,13
1988 Summer,Bangladesh,0,0,0,0,0.0%,11,11
1988 Summer,Benin,0,0,0,0,0.0%,10,10
1988 Summer,Colombia,0,0,1,1,1.8%,57,56
1988 Summer,Canada,4,5,14,23,4.6%,503,480
1988 Summer,Dominican Republic,0,0,0,0,0.0%,18,18
1988 Summer,Greece,0,0,1,1,1.4%,72,71
1988 Summer,Bermuda,0,0,0,0,0.0%,14,14
1988 Summer,Samoa,0,0,0,0,0.0%,11,11
1988 Summer,Norway,2,20,0,22,27.8%,79,57
1988 Summer,Peru,0,12,0,12,46.2%,26,14
1988 Summer,Malaysia,0,0,0,0,0.0%,17,17
1988 Summer,Central African Republic,0,0,0,0,0.0%,15,15
1988 Summer,Serbia,15,27,21,63,34.4%,183,120
1988 Summer,Israel,0,0,0,0,0.0%,29,29
1988 Summer,Democratic Republic of the Congo,0,0,0,0,0.0%,21,21
1988 Summer,South Korea,28,37,12,77,14.0%,551,474
1988 Summer,Guam,0,0,0,0,0.0%,26,26
1988 Summer,New Zealand,4,4,16,24,21.4%,112,88
1988 Summer,Romania,8,34,16,58,33.7%,172,114
1988 Summer,Singapore,0,0,0,0,0.0%,27,27
1988 Summer,Honduras,0,0,0,0,0.0%,18,18
1988 Summer,Sudan,0,0,0,0,0.0%,8,8
1988 Summer,Austria,1,0,0,1,1.0%,96,95
1988 Summer,Belgium,0,0,2,2,2.4%,85,83
1988 Summer,Guatemala,0,0,0,0,0.0%,37,37
1988 Summer,Iceland,0,0,0,0,0.0%,42,42
1988 Summer,Mozambique,0,0,0,0,0.0%,12,12
1988 Summer,Luxembourg,0,0,0,0,0.0%,11,11
1988 Summer,"Virgin Islands, British",0,0,0,0,0.0%,4,4
1988 Summer,Fiji,0,0,0,0,0.0%,41,41
1988 Summer,Suriname,1,0,0,1,10.0%,10,9
1988 Summer,Barbados,0,0,0,0,0.0%,26,26
1988 Summer,Senegal,0,1,0,1,2.9%,35,34
1988 Summer,Hong Kong,0,0,0,0,0.0%,91,91
1988 Summer,Papua New Guinea,0,0,0,0,0.0%,15,15
1988 Summer,El Salvador,0,0,0,0,0.0%,7,7
1988 Summer,Mongolia,0,0,1,1,3.1%,32,31
1988 Summer,Cyprus,0,0,0,0,0.0%,11,11
1988 Summer,Ivory Coast,0,0,0,0,0.0%,29,29
1988 Summer,Malawi,0,0,0,0,0.0%,22,22
1988 Summer,Guinea,0,0,0,0,0.0%,7,7
1988 Summer,Cayman Islands,0,0,0,0,0.0%,12,12
1988 Summer,"Virgin Islands, US",0,1,0,1,2.2%,46,45
1988 Summer,Zimbabwe,0,0,0,0,0.0%,47,47
1988 Summer,Poland,2,9,10,21,10.9%,192,171
1988 Summer,Denmark,3,1,3,7,5.4%,130,123
1988 Summer,Angola,0,0,0,0,0.0%,33,33
1988 Summer,Nepal,0,0,0,0,0.0%,20,20
1988 Summer,Liechtenstein,0,0,0,0,0.0%,16,16
1988 Summer,Monaco,0,0,0,0,0.0%,9,9
1988 Summer,Solomon Islands,0,0,0,0,0.0%,5,5
1988 Summer,Boliva,0,0,0,0,0.0%,12,12
1988 Summer,Belize,0,0,0,0,0.0%,13,13
1988 Summer,Republic of Congo,0,0,0,0,0.0%,10,10
1988 Summer,San Marino,0,0,0,0,0.0%,15,15
1988 Summer,Liberia,0,0,0,0,0.0%,11,11
1988 Summer,Curacao,0,1,0,1,25.0%,4,3
1988 Summer,Paraguay,0,0,0,0,0.0%,13,13
1988 Summer,Venezuela,0,0,0,0,0.0%,17,17
1988 Summer,Sri Lanka,0,0,0,0,0.0%,9,9
1988 Summer,Equatorial Guinea,0,0,0,0,0.0%,7,7
1988 Summer,Gabon,0,0,0,0,0.0%,2,2
1988 Summer,Antigua,0,0,0,0,0.0%,25,25
1988 Summer,Ireland,0,0,0,0,0.0%,78,78
1988 Summer,Zambia,0,0,0,0,0.0%,33,33
1988 Summer,China,6,16,30,52,12.2%,427,375
1988 Summer,Mali,0,0,0,0,0.0%,8,8
1988 Summer,Ecuador,0,0,0,0,0.0%,15,15
1988 Summer,Taiwan,0,0,0,0,0.0%,123,123
1988 Summer,Thailand,0,0,1,1,6.7%,15,14
1988 Summer,Trinidad,0,0,0,0,0.0%,10,10
1988 Summer,Mauritius,0,0,0,0,0.0%,11,11
1988 Summer,Grenada,0,0,0,0,0.0%,7,7
1988 Summer,Bahamas,0,0,0,0,0.0%,18,18
1988 Summer,Afghanistan,0,0,0,0,0.0%,5,5
1988 Summer,Gambia,0,0,0,0,0.0%,6,6
1988 Summer,Vanuatu,0,0,0,0,0.0%,6,6
1988 Summer,Vietnam,0,0,0,0,0.0%,12,12
1988 Summer,Panama,0,0,0,0,0.0%,9,9
1988 Summer,Swaziland,0,0,0,0,0.0%,15,15
1988 Summer,Sierra Leone,0,0,0,0,0.0%,20,20
1988 Summer,Bhutan,0,0,0,0,0.0%,6,6
1988 Summer,Rwanda,0,0,0,0,0.0%,8,8
1988 Summer,American Samoa,0,0,0,0,0.0%,6,6
1988 Summer,Tonga,0,0,0,0,0.0%,7,7
1988 Summer,Aruba,0,0,0,0,0.0%,12,12
1988 Summer,Chad,0,0,0,0,0.0%,6,6
1988 Summer,Botswana,0,0,0,0,0.0%,11,11
1988 Summer,Andorra,0,0,0,0,0.0%,4,4
1988 Summer,Burkina Faso,0,0,0,0,0.0%,9,9
1988 Summer,Cook Islands,0,0,0,0,0.0%,8,8
1988 Summer,Lesotho,0,0,0,0,0.0%,6,6
1988 Summer,Myanmar,0,0,0,0,0.0%,3,3
1988 Summer,Laos,0,0,0,0,0.0%,3,3
1984 Winter,Norway,6,5,4,15,15.5%,97,82
1984 Winter,Poland,0,0,0,0,0.0%,42,42
1984 Winter,Sweden,7,2,21,30,30.6%,98,68
1984 Winter,USA,4,5,0,9,5.8%,156,147
1984 Winter,Germany,16,14,11,41,18.2%,225,184
1984 Winter,Morocco,0,0,0,0,0.0%,7,7
1984 Winter,Russia,29,15,12,56,39.2%,143,87
1984 Winter,Australia,0,0,0,0,0.0%,20,20
1984 Winter,Switzerland,2,2,4,8,10.1%,79,71
1984 Winter,Canada,2,1,1,4,4.4%,91,87
1984 Winter,Argentina,0,0,0,0,0.0%,37,37
1984 Winter,Italy,2,0,0,2,1.7%,117,115
1984 Winter,Romania,0,0,0,0,0.0%,35,35
1984 Winter,Cyprus,0,0,0,0,0.0%,10,10
1984 Winter,Greece,0,0,0,0,0.0%,13,13
1984 Winter,Iceland,0,0,0,0,0.0%,10,10
1984 Winter,Bulgaria,0,0,0,0,0.0%,33,33
1984 Winter,France,0,1,2,3,5.3%,57,54
1984 Winter,Lebanon,0,0,0,0,0.0%,8,8
1984 Winter,South Korea,0,0,0,0,0.0%,38,38
1984 Winter,Serbia,0,1,0,1,0.9%,115,114
1984 Winter,China,0,0,0,0,0.0%,70,70
1984 Winter,UK,2,0,0,2,2.6%,78,76
1984 Winter,Czech Republic,0,24,4,28,35.4%,79,51
1984 Winter,Boliva,0,0,0,0,0.0%,5,5
1984 Winter,Turkey,0,0,0,0,0.0%,11,11
1984 Winter,San Marino,0,0,0,0,0.0%,6,6
1984 Winter,Netherlands,0,0,0,0,0.0%,29,29
1984 Winter,Costa Rica,0,0,0,0,0.0%,7,7
1984 Winter,Taiwan,0,0,0,0,0.0%,20,20
1984 Winter,Japan,0,1,0,1,1.3%,75,74
1984 Winter,Austria,0,0,1,1,1.0%,105,104
1984 Winter,Belgium,0,0,0,0,0.0%,9,9
1984 Winter,Mongolia,0,0,0,0,0.0%,12,12
1984 Winter,Egypt,0,0,0,0,0.0%,3,3
1984 Winter,Hungary,0,0,0,0,0.0%,16,16
1984 Winter,Spain,0,0,0,0,0.0%,25,25
1984 Winter,Chile,0,0,0,0,0.0%,12,12
1984 Winter,"Virgin Islands, British",0,0,0,0,0.0%,2,2
1984 Winter,Liechtenstein,0,0,2,2,10.5%,19,17
1984 Winter,New Zealand,0,0,0,0,0.0%,9,9
1984 Winter,Senegal,0,0,0,0,0.0%,2,2
1984 Winter,North Korea,0,0,0,0,0.0%,17,17
1984 Winter,Finland,4,3,12,19,23.8%,80,61
1984 Winter,Monaco,0,0,0,0,0.0%,2,2
1984 Winter,Andorra,0,0,0,0,0.0%,6,6
1984 Winter,Puerto Rico,0,0,0,0,0.0%,1,1
1984 Winter,Mexico,0,0,0,0,0.0%,3,3
1984 Summer,Netherlands,20,7,14,41,22.2%,185,144
1984 Summer,Spain,2,14,3,19,7.4%,257,238
1984 Summer,Chile,0,0,0,0,0.0%,64,64
1984 Summer,Italy,29,6,28,63,17.1%,368,305
1984 Summer,Malaysia,0,0,0,0,0.0%,27,27
1984 Summer,Jordan,0,0,0,0,0.0%,15,15
1984 Summer,Egypt,0,1,0,1,0.7%,148,147
1984 Summer,Canada,19,36,32,87,15.2%,572,485
1984 Summer,Saudi Arabia,0,0,0,0,0.0%,42,42
1984 Summer,Bahrain,0,0,0,0,0.0%,14,14
1984 Summer,United Arab Emirates,0,0,0,0,0.0%,11,11
1984 Summer,Japan,10,8,31,49,13.4%,365,316
1984 Summer,Cameroon,0,0,1,1,1.8%,56,55
1984 Summer,France,20,16,31,67,18.9%,354,287
1984 Summer,Benin,0,0,0,0,0.0%,3,3
1984 Summer,Algeria,0,0,2,2,6.1%,33,31
1984 Summer,Iraq,0,0,0,0,0.0%,25,25
1984 Summer,India,0,0,0,0,0.0%,53,53
1984 Summer,Costa Rica,0,0,0,0,0.0%,32,32
1984 Summer,USA,186,116,50,352,50.8%,693,341
1984 Summer,Brazil,1,33,2,36,18.3%,197,161
1984 Summer,Kuwait,0,0,0,0,0.0%,31,31
1984 Summer,Mexico,2,3,1,6,3.9%,155,149
1984 Summer,Switzerland,0,9,4,13,5.3%,245,232
1984 Summer,Uganda,0,0,0,0,0.0%,30,30
1984 Summer,Ecuador,0,0,0,0,0.0%,15,15
1984 Summer,New Zealand,16,1,6,23,14.2%,162,139
1984 Summer,Kenya,1,0,2,3,4.5%,67,64
1984 Summer,Dominican Republic,0,0,1,1,4.2%,24,23
1984 Summer,UK,9,20,42,71,13.9%,509,438
1984 Summer,Australia,7,14,31,52,15.4%,337,285
1984 Summer,Jamaica,0,5,2,7,9.3%,75,68
1984 Summer,Ghana,0,0,0,0,0.0%,27,27
1984 Summer,Nigeria,0,1,4,5,13.9%,36,31
1984 Summer,Somalia,0,0,0,0,0.0%,9,9
1984 Summer,Ivory Coast,0,1,0,1,5.6%,18,17
1984 Summer,Sweden,3,18,13,34,13.4%,254,220
1984 Summer,Monaco,0,0,0,0,0.0%,8,8
1984 Summer,Indonesia,0,0,0,0,0.0%,23,23
1984 Summer,Iceland,0,0,1,1,2.9%,35,34
1984 Summer,Morocco,2,0,0,2,5.7%,35,33
1984 Summer,Romania,40,31,35,106,54.9%,193,87
1984 Summer,Malta,0,0,0,0,0.0%,7,7
1984 Summer,Luxembourg,0,0,0,0,0.0%,5,5
1984 Summer,Germany,30,75,53,158,27.7%,571,413
1984 Summer,Puerto Rico,0,1,1,2,3.4%,58,56
1984 Summer,Cyprus,0,0,0,0,0.0%,12,12
1984 Summer,Argentina,0,0,0,0,0.0%,115,115
1984 Summer,Panama,0,0,0,0,0.0%,10,10
1984 Summer,Norway,0,1,3,4,3.0%,132,128
1984 Summer,Qatar,0,0,0,0,0.0%,26,26
1984 Summer,Pakistan,16,0,0,16,48.5%,33,17
1984 Summer,Syria,0,1,0,1,11.1%,9,8
1984 Summer,Turkey,0,0,3,3,4.8%,62,59
1984 Summer,Sudan,0,0,0,0,0.0%,9,9
1984 Summer,Finland,4,2,6,12,11.2%,107,95
1984 Summer,Oman,0,0,0,0,0.0%,22,22
1984 Summer,Yemen,0,0,0,0,0.0%,3,3
1984 Summer,Greece,0,1,1,2,2.7%,73,71
1984 Summer,Niger,0,0,0,0,0.0%,4,4
1984 Summer,Guatemala,0,0,0,0,0.0%,53,53
1984 Summer,Tunisia,0,0,0,0,0.0%,28,28
1984 Summer,Peru,0,1,0,1,2.3%,44,43
1984 Summer,Thailand,0,1,0,1,2.5%,40,39
1984 Summer,Central African Republic,0,0,0,0,0.0%,3,3
1984 Summer,Venezuela,0,0,3,3,6.8%,44,41
1984 Summer,Israel,0,0,0,0,0.0%,65,65
1984 Summer,Tanzania,0,0,0,0,0.0%,21,21
1984 Summer,South Korea,6,28,7,41,17.1%,240,199
1984 Summer,Serbia,47,5,35,87,56.5%,154,67
1984 Summer,Denmark,0,3,10,13,17.6%,74,61
1984 Summer,Mauritius,0,0,0,0,0.0%,7,7
1984 Summer,Singapore,0,0,0,0,0.0%,14,14
1984 Summer,Portugal,1,0,2,3,6.3%,48,45
1984 Summer,Belgium,1,2,2,5,5.8%,86,81
1984 Summer,Colombia,0,1,0,1,2.1%,48,47
1984 Summer,Trinidad,0,0,0,0,0.0%,23,23
1984 Summer,Lebanon,0,0,0,0,0.0%,30,30
1984 Summer,Boliva,0,0,0,0,0.0%,13,13
1984 Summer,Fiji,0,0,0,0,0.0%,26,26
1984 Summer,Philippines,0,0,0,0,0.0%,32,32
1984 Summer,Solomon Islands,0,0,0,0,0.0%,3,3
1984 Summer,Austria,1,1,1,3,2.3%,130,127
1984 Summer,Samoa,0,0,0,0,0.0%,9,9
1984 Summer,Honduras,0,0,0,0,0.0%,26,26
1984 Summer,Malawi,0,0,0,0,0.0%,23,23
1984 Summer,China,24,13,37,74,22.9%,323,249
1984 Summer,Senegal,0,0,0,0,0.0%,29,29
1984 Summer,Democratic Republic of the Congo,0,0,0,0,0.0%,9,9
1984 Summer,Botswana,0,0,0,0,0.0%,8,8
1984 Summer,"Virgin Islands, British",0,0,0,0,0.0%,13,13
1984 Summer,Guyana,0,0,0,0,0.0%,12,12
1984 Summer,Grenada,0,0,0,0,0.0%,6,6
1984 Summer,Barbados,0,0,0,0,0.0%,25,25
1984 Summer,Curacao,0,0,0,0,0.0%,13,13
1984 Summer,Republic of Congo,0,0,0,0,0.0%,13,13
1984 Summer,Sierra Leone,0,0,0,0,0.0%,10,10
1984 Summer,Antigua,0,0,0,0,0.0%,27,27
1984 Summer,Paraguay,0,0,0,0,0.0%,18,18
1984 Summer,"Virgin Islands, US",0,0,0,0,0.0%,52,52
1984 Summer,Madagascar,0,0,0,0,0.0%,5,5
1984 Summer,Cayman Islands,0,0,0,0,0.0%,14,14
1984 Summer,Togo,0,0,0,0,0.0%,6,6
1984 Summer,Sri Lanka,0,0,0,0,0.0%,6,6
1984 Summer,San Marino,0,0,0,0,0.0%,31,31
1984 Summer,Seychelles,0,0,0,0,0.0%,15,15
1984 Summer,Equatorial Guinea,0,0,0,0,0.0%,5,5
1984 Summer,Papua New Guinea,0,0,0,0,0.0%,12,12
1984 Summer,Liechtenstein,0,0,0,0,0.0%,8,8
1984 Summer,Bermuda,0,0,0,0,0.0%,13,13
1984 Summer,Rwanda,0,0,0,0,0.0%,6,6
1984 Summer,El Salvador,0,0,0,0,0.0%,15,15
1984 Summer,Ireland,0,1,0,1,1.8%,55,54
1984 Summer,Gambia,0,0,0,0,0.0%,16,16
1984 Summer,Nicaragua,0,0,0,0,0.0%,5,5
1984 Summer,Taiwan,0,0,1,1,1.9%,52,51
1984 Summer,Djibouti,0,0,0,0,0.0%,3,3
1984 Summer,Belize,0,0,0,0,0.0%,13,13
1984 Summer,Hong Kong,0,0,0,0,0.0%,87,87
1984 Summer,Bhutan,0,0,0,0,0.0%,6,6
1984 Summer,Zambia,0,0,1,1,5.6%,18,17
1984 Summer,Zimbabwe,0,0,0,0,0.0%,20,20
1984 Summer,Mozambique,0,0,0,0,0.0%,14,14
1984 Summer,Bahamas,0,0,0,0,0.0%,31,31
1984 Summer,Suriname,0,0,0,0,0.0%,7,7
1984 Summer,Liberia,0,0,0,0,0.0%,10,10
1984 Summer,Bangladesh,0,0,0,0,0.0%,2,2
1984 Summer,Guinea,0,0,0,0,0.0%,1,1
1984 Summer,Mauritania,0,0,0,0,0.0%,2,2
1984 Summer,Mali,0,0,0,0,0.0%,5,5
1984 Summer,Chad,0,0,0,0,0.0%,3,3
1984 Summer,Swaziland,0,0,0,0,0.0%,11,11
1984 Summer,Uruguay,0,0,0,0,0.0%,23,23
1984 Summer,Haiti,0,0,0,0,0.0%,3,3
1984 Summer,Andorra,0,0,0,0,0.0%,2,2
1984 Summer,Nepal,0,0,0,0,0.0%,10,10
1984 Summer,Tonga,0,0,0,0,0.0%,7,7
1984 Summer,Myanmar,0,0,0,0,0.0%,1,1
1984 Summer,Gabon,0,0,0,0,0.0%,4,4
1984 Summer,Lesotho,0,0,0,0,0.0%,5,5
1980 Winter,Finland,1,5,6,12,14.1%,85,73
1980 Winter,Germany,16,13,18,47,22.9%,205,158
1980 Winter,Argentina,0,0,0,0,0.0%,26,26
1980 Winter,Norway,1,5,9,15,15.0%,100,85
1980 Winter,USA,24,4,2,30,19.4%,155,125
1980 Winter,Sweden,3,0,20,23,21.1%,109,86
1980 Winter,Japan,0,1,0,1,1.3%,80,79
1980 Winter,Russia,18,29,7,54,41.9%,129,75
1980 Winter,Australia,0,0,0,0,0.0%,19,19
1980 Winter,Switzerland,2,4,3,9,12.3%,73,64
1980 Winter,Canada,0,1,1,2,2.3%,86,84
1980 Winter,Bulgaria,0,0,1,1,6.3%,16,15
1980 Winter,Romania,0,0,0,0,0.0%,42,42
1980 Winter,New Zealand,0,0,0,0,0.0%,11,11
1980 Winter,Cyprus,0,0,0,0,0.0%,6,6
1980 Winter,Greece,0,0,0,0,0.0%,6,6
1980 Winter,Boliva,0,0,0,0,0.0%,8,8
1980 Winter,France,0,0,1,1,2.3%,44,43
1980 Winter,Italy,0,3,0,3,4.1%,74,71
1980 Winter,China,0,0,0,0,0.0%,38,38
1980 Winter,UK,1,0,0,1,1.3%,76,75
1980 Winter,Czech Republic,0,0,1,1,1.4%,74,73
1980 Winter,Serbia,0,0,0,0,0.0%,27,27
1980 Winter,Austria,3,2,3,8,12.1%,66,58
1980 Winter,Netherlands,1,2,1,4,8.5%,47,43
1980 Winter,Poland,0,0,0,0,0.0%,39,39
1980 Winter,Mongolia,0,0,0,0,0.0%,10,10
1980 Winter,Spain,0,0,0,0,0.0%,15,15
1980 Winter,Andorra,0,0,0,0,0.0%,9,9
1980 Winter,Liechtenstein,2,2,0,4,23.5%,17,13
1980 Winter,Lebanon,0,0,0,0,0.0%,7,7
1980 Winter,South Korea,0,0,0,0,0.0%,24,24
1980 Winter,Iceland,0,0,0,0,0.0%,12,12
1980 Winter,Costa Rica,0,0,0,0,0.0%,3,3
1980 Winter,Belgium,0,0,0,0,0.0%,6,6
1980 Winter,Hungary,0,2,0,2,100.0%,2,0
1980 Summer,Spain,2,19,3,24,11.4%,211,187
1980 Summer,Russia,187,129,126,442,67.0%,660,218
1980 Summer,Italy,8,21,8,37,18.2%,203,166
1980 Summer,Kuwait,0,0,0,0,0.0%,67,67
1980 Summer,Algeria,0,0,0,0,0.0%,63,63
1980 Summer,Iraq,0,0,0,0,0.0%,44,44
1980 Summer,Syria,0,0,0,0,0.0%,71,71
1980 Summer,Libya,0,0,0,0,0.0%,38,38
1980 Summer,Republic of Congo,0,0,0,0,0.0%,25,25
